Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[160]    0.0    0.00    0.00    5488         ggml_cont_2d [160]
-----------------------------------------------
                0.00    0.00    5488/5488        ggml_soft_max_ext [69]
[161]    0.0    0.00    0.00    5488         ggml_is_matrix [161]
-----------------------------------------------
                0.00    0.00    5488/5488        llm_build_kqv(ggml_context*, llama_context&, llama_kv_cache const&, ggml_cgraph*, ggml_tensor*, ggml_tensor*, ggml_tensor*, ggml_tensor*, int, int, float, std::function<void (ggml_tensor*, char const*, int)> const&, int) [66]
[162]    0.0    0.00    0.00    5488         ggml_mul_mat_set_prec [162]
-----------------------------------------------
                0.00    0.00    5488/5488        llm_build_kv(ggml_context*, llama_context&, llama_kv_cache const&, ggml_cgraph*, ggml_tensor*, ggml_tensor*, ggml_tensor*, ggml_tensor*, ggml_tensor*, ggml_tensor*, int, int, int, float, std::function<void (ggml_tensor*, char const*, int)> const&, int) [63]
[163]    0.0    0.00    0.00    5488         ggml_silu [163]
-----------------------------------------------
                0.00    0.00    4709/4709        ggml_compute_forward [1]
[164]    0.0    0.00    0.00    4709         ggml_compute_forward_get_rows [164]
                0.00    0.00    4769/232721      ggml_nelements [131]
                0.00    0.00    1237/314410      ggml_get_type_traits [128]
                0.00    0.00     248/248         dequantize_row_q6_K [206]
-----------------------------------------------
                0.00    0.00     683/4123        common_sampler_accept(common_sampler*, int, bool) [987]
                0.00    0.00    3440/4123        llama_sampler_chain_accept(llama_sampler*, int) [989]
[165]    0.0    0.00    0.00    4123         llama_sampler_accept [165]
-----------------------------------------------
                0.00    0.00     678/4068        common_sampler_sample(common_sampler*, llama_context*, int, bool) [17]
                0.00    0.00    3390/4068        llama_sampler_chain_apply(llama_sampler*, llama_token_data_array*) [25]
[166]    0.0    0.00    0.00    4068         llama_sampler_apply [166]
-----------------------------------------------
                0.00    0.00     147/3038        gguf_init_from_file [38]
                0.00    0.00     147/3038        llama_model_loader::create_tensor(ggml_context*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::initializer_list<long> const&, int) [114]
                0.00    0.00    2744/3038        std::_Function_handler<void (ggml_tensor*, char const*, int), llama_build_graph(llama_context&, llama_ubatch const&, bool)::{lambda(ggml_tensor*, char const*, int)#1}>::_M_invoke(std::_Any_data const&, ggml_tensor*&&, char const*&&, int&&) [958]
[167]    0.0    0.00    0.00    3038         ggml_set_name [167]
-----------------------------------------------
                0.00    0.00       1/2053        llama_perf_context_reset [337]
                0.00    0.00       1/2053        llama_perf_context_print [336]
                0.00    0.00       2/2053        ggml_cpu_init [193]
                0.00    0.00       2/2053        llama_load_model_from_file [12]
                0.00    0.00     340/2053        llama_decode_internal(llama_context&, llama_batch) [20]
                0.00    0.00     341/2053        llama_synchronize [203]
                0.00    0.00     678/2053        llama_sampler_chain_apply(llama_sampler*, llama_token_data_array*) [25]
                0.00    0.00     688/2053        llama_sampler_chain_accept(llama_sampler*, int) [989]
[168]    0.0    0.00    0.00    2053         ggml_time_us [168]
-----------------------------------------------
                0.00    0.00      30/1613        llm_load_hparams(llama_model_loader&, llama_model&) [58]
                0.00    0.00      35/1613        llama_model_loader::llama_model_loader(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, bool, llama_model_kv_override const*) [35]
                0.00    0.00    1548/1613        gguf_find_key [218]
[169]    0.0    0.00    0.00    1613         gguf_get_key [169]
                0.00    0.00    1613/818795      gguf_get_n_kv [125]
-----------------------------------------------
                0.00    0.00       1/1554        main [8]
                0.00    0.00       1/1554        ggml_backend_cpu_init [278]
                0.00    0.00       1/1554        llama_print_system_info [340]
                0.00    0.00     340/1554        ggml_graph_compute [45]
                0.00    0.00    1211/1554        ggml_init [174]
[170]    0.0    0.00    0.00    1554         ggml_critical_section_end [170]
-----------------------------------------------
                0.00    0.00       1/1554        ggml_quantize_free [312]
                0.00    0.00     342/1554        ggml_cpu_init [193]
                0.00    0.00    1211/1554        ggml_init [174]
[171]    0.0    0.00    0.00    1554         ggml_critical_section_start [171]
-----------------------------------------------
                0.00    0.00     343/1372        std::thread::_State_impl<std::thread::_Invoker<std::tuple<llama_tensor_dequantize_internal(ggml_tensor*, std::vector<no_init<float>, std::allocator<no_init<float> > >&, std::vector<std::thread, std::allocator<std::thread> >&, unsigned long, int)::{lambda(ggml_type, unsigned char*, float*, int)#1}, ggml_type, unsigned char*, float*, unsigned long> > >::_M_run() [104]
                0.00    0.00    1029/1372        llm_build_context::build_llama() [61]
[172]    0.0    0.00    0.00    1372         ggml_set_input [172]
-----------------------------------------------
                0.00    0.00       1/1212        main [8]
                0.00    0.00       1/1212        ggml_backend_sched_free [283]
                0.00    0.00       1/1212        llama_free [326]
                0.00    0.00       1/1212        llama_load_model_from_file [12]
                0.00    0.00       1/1212        llama_model::~llama_model() [1183]
                0.00    0.00       3/1212        ggml_backend_sched_reserve [88]
                0.00    0.00      16/1212        llama_new_context_with_model [80]
                0.00    0.00     163/1212        weight_buft_supported(llama_hparams const&, ggml_tensor*, ggml_op, ggml_backend_buffer_type*, ggml_backend_device*) [110]
                0.00    0.00     340/1212        ggml_backend_sched_alloc_graph [51]
                0.00    0.00     342/1212        ggml_cpu_init [193]
                0.00    0.00     343/1212        llama_build_graph(llama_context&, llama_ubatch const&, bool) [60]
[173]    0.0    0.00    0.00    1212         ggml_free [173]
                0.00    0.00     525/532         ggml_aligned_free [186]
-----------------------------------------------
                0.00    0.00       1/1211        gguf_init_from_file [38]
                0.00    0.00       1/1211        llama_backend_init [324]
                0.00    0.00       1/1211        llm_load_tensors(llama_model_loader&, llama_model&, int, llama_split_mode, int, float const*, bool, bool (*)(float, void*), void*)::{lambda(LLM_TN_IMPL const&, std::initializer_list<long> const&, int)#1}::operator()(LLM_TN_IMPL const&, std::initializer_list<long> const&, int) const [105]
                0.00    0.00       3/1211        ggml_backend_sched_reserve [88]
                0.00    0.00      17/1211        llama_new_context_with_model [80]
                0.00    0.00     163/1211        weight_buft_supported(llama_hparams const&, ggml_tensor*, ggml_op, ggml_backend_buffer_type*, ggml_backend_device*) [110]
                0.00    0.00     340/1211        ggml_backend_sched_alloc_graph [51]
                0.00    0.00     342/1211        ggml_cpu_init [193]
                0.00    0.00     343/1211        llama_build_graph(llama_context&, llama_ubatch const&, bool) [60]
[174]    0.0    0.00    0.00    1211         ggml_init [174]
                0.00    0.00    1211/1554        ggml_critical_section_start [171]
                0.00    0.00    1211/1554        ggml_critical_section_end [170]
                0.00    0.00     525/532         ggml_aligned_malloc [187]
                0.00    0.00       1/3           ggml_time_init [251]
-----------------------------------------------
                0.00    0.00       1/1022        ggml_backend_sched_new [285]
                0.00    0.00       1/1022        llama_new_context_with_model [80]
                0.00    0.00     340/1022        ggml_backend_cpu_set_n_threads [197]
                0.00    0.00     340/1022        ggml_backend_cpu_set_threadpool [198]
                0.00    0.00     340/1022        ggml_backend_cpu_set_abort_callback [196]
[175]    0.0    0.00    0.00    1022         ggml_backend_is_cpu [175]
-----------------------------------------------
                0.00    0.00       1/1022        ggml_backend_sched_new [285]
                0.00    0.00       1/1022        llama_new_context_with_model [80]
                0.00    0.00     340/1022        ggml_backend_cpu_set_n_threads [197]
                0.00    0.00     340/1022        ggml_backend_cpu_set_threadpool [198]
                0.00    0.00     340/1022        ggml_backend_cpu_set_abort_callback [196]
[176]    0.0    0.00    0.00    1022         ggml_guid_matches [176]
-----------------------------------------------
                0.00    0.00      32/799         alloc_tensor_range [118]
                0.00    0.00      32/799         ggml_backend_alloc_ctx_tensors_from_buft [117]
                0.00    0.00     147/799         ggml_get_max_tensor_size [115]
                0.00    0.00     147/799         llama_model_loader::load_all_data(ggml_context*, std::unordered_map<unsigned int, ggml_backend_buffer*, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<std::pair<unsigned int const, ggml_backend_buffer*> > >&, std::vector<std::unique_ptr<llama_mlock, std::default_delete<llama_mlock> >, std::allocator<std::unique_ptr<llama_mlock, std::default_delete<llama_mlock> > > >*, bool (*)(float, void*), void*) [113]
                0.00    0.00     147/799         llama_model_loader::llama_model_loader(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, bool, llama_model_kv_override const*) [35]
                0.00    0.00     294/799         llm_load_tensors(llama_model_loader&, llama_model&, int, llama_split_mode, int, float const*, bool, bool (*)(float, void*), void*) [81]
[177]    0.0    0.00    0.00     799         ggml_get_next_tensor [177]
-----------------------------------------------
                0.00    0.00     147/735         llama_model_loader::create_tensor(ggml_context*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::initializer_list<long> const&, int) [114]
                0.00    0.00     147/735         llama_model_loader::load_all_data(ggml_context*, std::unordered_map<unsigned int, ggml_backend_buffer*, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<std::pair<unsigned int const, ggml_backend_buffer*> > >&, std::vector<std::unique_ptr<llama_mlock, std::default_delete<llama_mlock> >, std::allocator<std::unique_ptr<llama_mlock, std::default_delete<llama_mlock> > > >*, bool (*)(float, void*), void*) [113]
                0.00    0.00     147/735         llama_model_loader::llama_model_loader(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, bool, llama_model_kv_override const*) [35]
                0.00    0.00     294/735         llm_load_tensors(llama_model_loader&, llama_model&, int, llama_split_mode, int, float const*, bool, bool (*)(float, void*), void*) [81]
[178]    0.0    0.00    0.00     735         ggml_get_name [178]
-----------------------------------------------
                0.00    0.00       3/690         ggml_gallocr_reserve_n [101]
                0.00    0.00     343/690         ggml_new_graph_custom [192]
                0.00    0.00     344/690         ggml_backend_sched_reset [181]
[179]    0.0    0.00    0.00     690         ggml_hash_set_reset [179]
-----------------------------------------------
                0.00    0.00       2/690         ggml_hash_set_new [266]
                0.00    0.00       2/690         ggml_graph_overhead_custom [265]
                0.00    0.00     686/690         ggml_new_graph_custom [192]
[180]    0.0    0.00    0.00     690         ggml_hash_size [180]
-----------------------------------------------
                0.00    0.00       1/684         ggml_backend_sched_new [285]
                0.00    0.00       3/684         ggml_backend_sched_reserve [88]
                0.00    0.00     680/684         llama_decode_internal(llama_context&, llama_batch) [20]
[181]    0.0    0.00    0.00     684         ggml_backend_sched_reset [181]
                0.00    0.00     344/690         ggml_hash_set_reset [179]
-----------------------------------------------
                0.00    0.00       1/684         common_tokenize(llama_context const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, bool) [1133]
                0.00    0.00     339/684         common_sampler_sample(common_sampler*, llama_context*, int, bool) [17]
                0.00    0.00     344/684         common_token_to_piece[abi:cxx11](llama_context const*, int, bool) [83]
[182]    0.0    0.00    0.00     684         llama_get_model [182]
-----------------------------------------------
                0.00    0.00     680/680         llama_set_inputs(llama_context&, llama_ubatch const&) [39]
[183]    0.0    0.00    0.00     680         ggml_backend_buffer_is_host [183]
                0.00    0.00     680/118535      ggml_backend_buffer_get_type [142]
-----------------------------------------------
                0.00    0.00     680/680         llama_decode_internal(llama_context&, llama_batch) [20]
[184]    0.0    0.00    0.00     680         ggml_graph_node [184]
-----------------------------------------------
                0.00    0.00     680/680         main [8]
[185]    0.0    0.00    0.00     680         llama_token_is_eog [185]
-----------------------------------------------
                0.00    0.00       1/532         main [8]
                0.00    0.00       1/532         ggml_graph_compute [45]
                0.00    0.00       2/532         ggml_threadpool_free [249]
                0.00    0.00       3/532         ggml_backend_buffer_free [207]
                0.00    0.00     525/532         ggml_free [173]
[186]    0.0    0.00    0.00     532         ggml_aligned_free [186]
-----------------------------------------------
                0.00    0.00       3/532         ggml_backend_cpu_buffer_type_alloc_buffer(ggml_backend_buffer_type*, unsigned long) [1088]
                0.00    0.00       4/532         ggml_threadpool_new_impl [268]
                0.00    0.00     525/532         ggml_init [174]
[187]    0.0    0.00    0.00     532         ggml_aligned_malloc [187]
-----------------------------------------------
                0.00    0.00       1/343         llama_kv_cache_clear [328]
                0.00    0.00       1/343         llama_new_context_with_model [80]
                0.00    0.00     341/343         llama_output_reserve(llama_context&, unsigned long) [997]
[188]    0.0    0.00    0.00     343         ggml_backend_buffer_clear [188]
-----------------------------------------------
                0.00    0.00       3/343         ggml_backend_sched_reserve [88]
                0.00    0.00     340/343         llama_synchronize [203]
[189]    0.0    0.00    0.00     343         ggml_backend_sched_synchronize [189]
                0.00    0.00     343/343         ggml_backend_synchronize [190]
-----------------------------------------------
                0.00    0.00     343/343         ggml_backend_sched_synchronize [189]
[190]    0.0    0.00    0.00     343         ggml_backend_synchronize [190]
-----------------------------------------------
                0.00    0.00     343/343         ggml_backend_sched_get_tensor_backend [43]
[191]    0.0    0.00    0.00     343         ggml_graph_view [191]
-----------------------------------------------
                0.00    0.00     343/343         llm_build_context::build_llama() [61]
[192]    0.0    0.00    0.00     343         ggml_new_graph_custom [192]
                0.00    0.00     686/690         ggml_hash_size [180]
                0.00    0.00     343/180105      ggml_new_object [134]
                0.00    0.00     343/690         ggml_hash_set_reset [179]
-----------------------------------------------
                0.00    0.00       1/342         ggml_backend_cpu_init [278]
                0.00    0.00       1/342         llama_print_system_info [340]
                0.00    0.00     340/342         ggml_graph_compute [45]
[193]    0.0    0.00    0.00     342         ggml_cpu_init [193]
                0.00    0.00     342/1212        ggml_free [173]
                0.00    0.00     342/1211        ggml_init [174]
                0.00    0.00     342/1554        ggml_critical_section_start [171]
                0.00    0.00       2/2053        ggml_time_us [168]
-----------------------------------------------
                0.00    0.00       2/341         common_sampler_init(llama_model const*, common_sampler_params const&) [1138]
                0.00    0.00     339/341         common_sampler_sample(common_sampler*, llama_context*, int, bool) [17]
[194]    0.0    0.00    0.00     341         llama_n_vocab [194]
-----------------------------------------------
                0.00    0.00     340/340         ggml_gallocr_alloc_graph [64]
[195]    0.0    0.00    0.00     340         ggml_backend_buffer_reset [195]
-----------------------------------------------
                0.00    0.00     340/340         llama_decode_internal(llama_context&, llama_batch) [20]
[196]    0.0    0.00    0.00     340         ggml_backend_cpu_set_abort_callback [196]
                0.00    0.00     340/1022        ggml_guid_matches [176]
                0.00    0.00     340/1022        ggml_backend_is_cpu [175]
-----------------------------------------------
                0.00    0.00     340/340         llama_decode_internal(llama_context&, llama_batch) [20]
[197]    0.0    0.00    0.00     340         ggml_backend_cpu_set_n_threads [197]
                0.00    0.00     340/1022        ggml_guid_matches [176]
                0.00    0.00     340/1022        ggml_backend_is_cpu [175]
-----------------------------------------------
                0.00    0.00     340/340         llama_decode_internal(llama_context&, llama_batch) [20]
[198]    0.0    0.00    0.00     340         ggml_backend_cpu_set_threadpool [198]
                0.00    0.00     340/1022        ggml_guid_matches [176]
                0.00    0.00     340/1022        ggml_backend_is_cpu [175]
-----------------------------------------------
                0.00    0.00     340/340         ggml_backend_sched_graph_compute_async [36]
[199]    0.0    0.00    0.00     340         ggml_backend_graph_compute_async [199]
-----------------------------------------------
                0.00    0.00     340/340         llama_decode_internal(llama_context&, llama_batch) [20]
[200]    0.0    0.00    0.00     340         ggml_backend_sched_set_eval_callback [200]
-----------------------------------------------
                0.00    0.00       1/340         common_init_from_params(common_params&) [11]
                0.00    0.00     339/340         main [8]
[201]    0.0    0.00    0.00     340         llama_batch_get_one [201]
-----------------------------------------------
                0.00    0.00     340/340         llama_decode_internal(llama_context&, llama_batch) [20]
[202]    0.0    0.00    0.00     340         llama_kv_cache_update [202]
-----------------------------------------------
                0.00    0.00       1/340         common_init_from_params(common_params&) [11]
                0.00    0.00     339/340         llama_get_logits_ith [204]
[203]    0.0    0.00    0.00     340         llama_synchronize [203]
                0.00    0.00     341/2053        ggml_time_us [168]
                0.00    0.00     340/343         ggml_backend_sched_synchronize [189]
-----------------------------------------------
                0.00    0.00     339/339         common_sampler_sample(common_sampler*, llama_context*, int, bool) [17]
[204]    0.0    0.00    0.00     339         llama_get_logits_ith [204]
                0.00    0.00     339/340         llama_synchronize [203]
-----------------------------------------------
                0.00    0.00     252/252         ggml_compute_forward_mul_mat [2]
[205]    0.0    0.00    0.00     252         quantize_row_q8_K_ref [205]
-----------------------------------------------
                0.00    0.00     248/248         ggml_compute_forward_get_rows [164]
[206]    0.0    0.00    0.00     248         dequantize_row_q6_K [206]
-----------------------------------------------
                0.00    0.00       1/184         ggml_gallocr_free [307]
                0.00    0.00       1/184         ggml_gallocr_reserve_n [101]
                0.00    0.00       1/184         llama_model::~llama_model() [1183]
                0.00    0.00       2/184         llama_free [326]
                0.00    0.00      16/184         llama_new_context_with_model [80]
                0.00    0.00     163/184         weight_buft_supported(llama_hparams const&, ggml_tensor*, ggml_op, ggml_backend_buffer_type*, ggml_backend_device*) [110]
[207]    0.0    0.00    0.00     184         ggml_backend_buffer_free [207]
                0.00    0.00       3/532         ggml_aligned_free [186]
                0.00    0.00       3/3           ggml_backend_cpu_buffer_free_buffer(ggml_backend_buffer*) [1085]
-----------------------------------------------
                0.00    0.00       1/184         llm_load_tensors(llama_model_loader&, llama_model&, int, llama_split_mode, int, float const*, bool, bool (*)(float, void*), void*) [81]
                0.00    0.00       2/184         gguf_init_from_file [38]
                0.00    0.00      18/184         llama_new_context_with_model [80]
                0.00    0.00     163/184         weight_buft_supported(llama_hparams const&, ggml_tensor*, ggml_op, ggml_backend_buffer_type*, ggml_backend_device*) [110]
[208]    0.0    0.00    0.00     184         ggml_tensor_overhead [208]
-----------------------------------------------
                0.00    0.00       1/183         ggml_backend_cpu_buffer_from_ptr [277]
                0.00    0.00       3/183         ggml_backend_cpu_buffer_type_alloc_buffer(ggml_backend_buffer_type*, unsigned long) [1088]
                0.00    0.00     179/183         ggml_backend_buft_alloc_buffer [210]
[209]    0.0    0.00    0.00     183         ggml_backend_buffer_init [209]
-----------------------------------------------
                0.00    0.00       1/182         alloc_tensor_range [118]
                0.00    0.00       1/182         ggml_gallocr_reserve_n [101]
                0.00    0.00       1/182         llama_output_reserve(llama_context&, unsigned long) [997]
                0.00    0.00      16/182         llama_new_context_with_model [80]
                0.00    0.00     163/182         weight_buft_supported(llama_hparams const&, ggml_tensor*, ggml_op, ggml_backend_buffer_type*, ggml_backend_device*) [110]
[210]    0.0    0.00    0.00     182         ggml_backend_buft_alloc_buffer [210]
                0.00    0.00     179/183         ggml_backend_buffer_init [209]
-----------------------------------------------
                0.00    0.00       1/164         llm_load_tensors(llama_model_loader&, llama_model&, int, llama_split_mode, int, float const*, bool, bool (*)(float, void*), void*) [81]
                0.00    0.00     163/164         llm_load_tensors(llama_model_loader&, llama_model&, int, llama_split_mode, int, float const*, bool, bool (*)(float, void*), void*)::{lambda(LLM_TN_IMPL const&, std::initializer_list<long> const&, int)#1}::operator()(LLM_TN_IMPL const&, std::initializer_list<long> const&, int) const [105]
[211]    0.0    0.00    0.00     164         ggml_backend_buft_get_device [211]
-----------------------------------------------
                0.00    0.00       1/164         llama_output_reserve(llama_context&, unsigned long) [997]
                0.00    0.00     163/164         llm_load_tensors(llama_model_loader&, llama_model&, int, llama_split_mode, int, float const*, bool, bool (*)(float, void*), void*)::{lambda(LLM_TN_IMPL const&, std::initializer_list<long> const&, int)#1}::operator()(LLM_TN_IMPL const&, std::initializer_list<long> const&, int) const [105]
[212]    0.0    0.00    0.00     164         ggml_backend_dev_host_buffer_type [212]
-----------------------------------------------
                0.00    0.00       2/158         bool llama_model_loader::get_key<float>(llm_kv, float&, bool) [1076]
                0.00    0.00       9/158         bool llama_model_loader::get_key<unsigned int>(llm_kv, unsigned int&, bool) [1038]
                0.00    0.00      12/158         llama_state_seq_get_size [232]
                0.00    0.00      35/158         llm_load_hparams(llama_model_loader&, llama_model&) [58]
                0.00    0.00      35/158         llama_model_loader::llama_model_loader(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, bool, llama_model_kv_override const*) [35]
                0.00    0.00      65/158         gguf_kv_to_str(gguf_context const*, int) [52]
[213]    0.0    0.00    0.00     158         gguf_get_kv_type [213]
                0.00    0.00     158/818795      gguf_get_n_kv [125]
-----------------------------------------------
                0.00    0.00     147/147         llama_model_loader::llama_model_loader(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, bool, llama_model_kv_override const*) [35]
[214]    0.0    0.00    0.00     147         gguf_find_tensor [214]
                0.00    0.00   10878/10878       gguf_get_tensor_name [159]
                0.00    0.00     147/147         gguf_get_n_tensors [216]
-----------------------------------------------
                0.00    0.00     147/147         llama_model_loader::llama_model_loader(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, bool, llama_model_kv_override const*) [35]
[215]    0.0    0.00    0.00     147         gguf_get_data_offset [215]
-----------------------------------------------
                0.00    0.00     147/147         gguf_find_tensor [214]
[216]    0.0    0.00    0.00     147         gguf_get_n_tensors [216]
-----------------------------------------------
                0.00    0.00     147/147         llama_model_loader::llama_model_loader(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, bool, llama_model_kv_override const*) [35]
[217]    0.0    0.00    0.00     147         gguf_get_tensor_offset [217]
-----------------------------------------------
                0.00    0.00       1/58          gguf_init_from_file [38]
                0.00    0.00       2/58          llama_model_loader::llama_model_loader(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, bool, llama_model_kv_override const*) [35]
                0.00    0.00       4/58          llm_load_vocab(llama_model_loader&, llama_model&) [13]
                0.00    0.00       5/58          bool llama_model_loader::get_key<float>(llm_kv, float&, bool) [1076]
                0.00    0.00       5/58          bool llama_model_loader::get_key<bool>(llm_kv, bool&, bool) [1075]
                0.00    0.00      13/58          llama_state_seq_get_size [232]
                0.00    0.00      28/58          bool llama_model_loader::get_key<unsigned int>(llm_kv, unsigned int&, bool) [1038]
[218]    0.0    0.00    0.00      58         gguf_find_key [218]
                0.00    0.00    1548/1613        gguf_get_key [169]
                0.00    0.00      58/818795      gguf_get_n_kv [125]
-----------------------------------------------
                0.00    0.00      40/40          llama_model_loader::llama_model_loader(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, bool, llama_model_kv_override const*) [35]
[219]    0.0    0.00    0.00      40         gguf_type_name [219]
-----------------------------------------------
                0.00    0.00      36/36          gguf_kv_to_str(gguf_context const*, int) [52]
[220]    0.0    0.00    0.00      36         gguf_get_val_data [220]
                0.00    0.00      36/818795      gguf_get_n_kv [125]
-----------------------------------------------
                0.00    0.00       6/30          llama_state_seq_get_size [232]
                0.00    0.00      24/30          gguf_kv_to_str(gguf_context const*, int) [52]
[221]    0.0    0.00    0.00      30         gguf_get_val_str [221]
                0.00    0.00      30/818795      gguf_get_n_kv [125]
-----------------------------------------------
                0.00    0.00       2/19          llama_new_context_with_model [80]
                0.00    0.00       2/19          llama_load_model_from_file [12]
                0.00    0.00       4/19          ggml_backend_dev_by_type [247]
                0.00    0.00       4/19          llm_load_tensors(llama_model_loader&, llama_model&, int, llama_split_mode, int, float const*, bool, bool (*)(float, void*), void*) [81]
                0.00    0.00       7/19          ggml_backend_dev_get [233]
[222]    0.0    0.00    0.00      19         ggml_backend_dev_count [222]
-----------------------------------------------
                0.00    0.00      16/16          llm_load_tensors(llama_model_loader&, llama_model&, int, llama_split_mode, int, float const*, bool, bool (*)(float, void*), void*)::{lambda(LLM_TN_IMPL const&, std::initializer_list<long> const&, int)#1}::operator()(LLM_TN_IMPL const&, std::initializer_list<long> const&, int) const [105]
[223]    0.0    0.00    0.00      16         ggml_get_tensor [223]
-----------------------------------------------
                0.00    0.00       1/13          llama_model_loader::llama_model_loader(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, bool, llama_model_kv_override const*) [35]
                0.00    0.00       3/13          llama_state_seq_get_size [232]
                0.00    0.00       9/13          bool llama_model_loader::get_key<unsigned int>(llm_kv, unsigned int&, bool) [1038]
[224]    0.0    0.00    0.00      13         gguf_get_val_u32 [224]
                0.00    0.00      13/818795      gguf_get_n_kv [125]
-----------------------------------------------
                0.00    0.00       2/12          llm_load_vocab(llama_model_loader&, llama_model&) [13]
                0.00    0.00       5/12          gguf_kv_to_str(gguf_context const*, int) [52]
                0.00    0.00       5/12          llama_model_loader::llama_model_loader(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, bool, llama_model_kv_override const*) [35]
[225]    0.0    0.00    0.00      12         gguf_get_arr_n [225]
                0.00    0.00      12/818795      gguf_get_n_kv [125]
-----------------------------------------------
                                  10             llama_sampler_chain_free(llama_sampler*) <cycle 1> [1164]
                0.00    0.00       2/2           common_sampler_free(common_sampler*) [1137]
[226]    0.0    0.00    0.00      12         llama_sampler_free <cycle 1> [226]
                0.00    0.00       1/1           llama_sampler_dist_free(llama_sampler*) [1162]
                0.00    0.00       1/1           llama_sampler_temp_ext_free(llama_sampler*) [1174]
                0.00    0.00       1/1           llama_sampler_xtc_free(llama_sampler*) [1160]
                0.00    0.00       1/1           llama_sampler_min_p_free(llama_sampler*) [1165]
                0.00    0.00       1/1           llama_sampler_top_p_free(llama_sampler*) [1169]
                0.00    0.00       1/1           llama_sampler_typical_free(llama_sampler*) [1172]
                0.00    0.00       1/1           llama_sampler_top_k_free(llama_sampler*) [1167]
                0.00    0.00       1/1           llama_sampler_dry_free(llama_sampler*) [1158]
                0.00    0.00       1/1           llama_sampler_penalties_free(llama_sampler*) [1176]
                0.00    0.00       1/1           llama_sampler_logit_bias_free(llama_sampler*) [1178]
                0.00    0.00       1/1           llama_sampler_grammar_free(llama_sampler*) [1171]
                                   1             llama_sampler_chain_free(llama_sampler*) <cycle 1> [1164]
-----------------------------------------------
                0.00    0.00      11/11          common_sampler_print[abi:cxx11](common_sampler const*) [1141]
[227]    0.0    0.00    0.00      11         llama_sampler_chain_n [227]
-----------------------------------------------
                0.00    0.00       5/10          gguf_kv_to_str(gguf_context const*, int) [52]
                0.00    0.00       5/10          llama_model_loader::llama_model_loader(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, bool, llama_model_kv_override const*) [35]
[228]    0.0    0.00    0.00      10         gguf_get_arr_type [228]
                0.00    0.00      10/818795      gguf_get_n_kv [125]
-----------------------------------------------
                0.00    0.00      10/10          common_sampler_init(llama_model const*, common_sampler_params const&) [1138]
[229]    0.0    0.00    0.00      10         llama_sampler_chain_add [229]
-----------------------------------------------
                0.00    0.00      10/10          common_sampler_print[abi:cxx11](common_sampler const*) [1141]
[230]    0.0    0.00    0.00      10         llama_sampler_chain_get [230]
-----------------------------------------------
                0.00    0.00      10/10          common_sampler_print[abi:cxx11](common_sampler const*) [1141]
[231]    0.0    0.00    0.00      10         llama_sampler_name [231]
-----------------------------------------------
                0.00    0.00       1/10          llama_model_loader::llama_model_loader(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, bool, llama_model_kv_override const*) [35]
                0.00    0.00       4/10          llm_load_vocab(llama_model_loader&, llama_model&) [13]
                0.00    0.00       5/10          llm_load_hparams(llama_model_loader&, llama_model&) [58]
[232]    0.0    0.00    0.00      10         llama_state_seq_get_size [232]
                0.00    0.00      13/58          gguf_find_key [218]
                0.00    0.00      12/158         gguf_get_kv_type [213]
